Name,Country,Position,Price,M1,M2,M3,L32,L16,QF,SF,3RD,FIN
ELIAS SAAD,Tunisia,Midfielder,4.5,,,,,,,,,
HADJ MAHMOUD,Tunisia,Midfielder,4.5,,,,,,,,,
KHALIL AYARI,Tunisia,Midfielder,4.5,,,,,,,,,
MORTADHA BEN OUANES,Tunisia,Midfielder,4.5,,,,,,,,,
RANI KHEDIRA,Tunisia,Midfielder,4.5,,,,,,,,,
SEBASTIAN TOUNEKTI,Tunisia,Midfielder,4.5,,,,,,,,,
ATAKAN KARAZOR,Turkey,Midfielder,4.5,,,,,,,,,
OKAY YOKUSLU,Turkey,Midfielder,4.5,,,,,,,,,
ORKUN KOKCU,Turkey,Midfielder,4.5,,,,,,,,,
SALIH OZCAN,Turkey,Midfielder,4.5,,,,,,,,,
YUNUS AKGUN,Turkey,Midfielder,4.5,,,,,,,,,
YUSUF SARI,Turkey,Midfielder,4.5,,,,,,,,,
EMILIANO MARTINEZ (URU),Uruguay,Midfielder,4.5,,,,,,,,,
IGNACIO LAQUINTANA,Uruguay,Midfielder,4.5,,,,,,,,,
JUAN MANUEL SANABRIA,Uruguay,Midfielder,4.5,,,,,,,,,
NICOLAS DE LA CRUZ,Uruguay,Midfielder,4.5,,,,,,,,,
NICOLAS FONSECA,Uruguay,Midfielder,4.5,,,,,,,,,
AIDAN MORRIS,USA,Midfielder,4.5,,,,,,,,,
SEBASTIAN BERHALTER,USA,Midfielder,4.5,,,,,,,,,
TANNER TESSMANN,USA,Midfielder,4.5,,,,,,,,,
AKMAL MOZGOVOY,Uzbekistan,Midfielder,4.5,,,,,,,,,
ALISHER ODILOV,Uzbekistan,Midfielder,4.5,,,,,,,,,
AZIZBEK TURGUNBOEV,Uzbekistan,Midfielder,4.5,,,,,,,,,
AZIZJON GANIEV,Uzbekistan,Midfielder,4.5,,,,,,,,,
DOSTONBEK KHAMDAMOV,Uzbekistan,Midfielder,4.5,,,,,,,,,
IBROKHIM IBRAGIMOV,Uzbekistan,Midfielder,4.5,,,,,,,,,
JAMSHID ISKANDEROV,Uzbekistan,Midfielder,4.5,,,,,,,,,
KHOJIMAT ERKINOV,Uzbekistan,Midfielder,4.5,,,,,,,,,
ODILJON HAMROBEKOV,Uzbekistan,Midfielder,4.5,,,,,,,,,
OTABEK SHUKUROV,Uzbekistan,Midfielder,4.5,,,,,,,,,
UMARALI RAKHMONALIEV,Uzbekistan,Midfielder,4.5,,,,,,,,,
